Duration (in seconds),ResponseId,Q186,Age,Gender,Ethnicity,Eth-ori,Edu,SJS-Intro,SJS-1,SJS-2,SJS-3,SRPS-Intro,SRPS-1,SRPS-2,SRPS-3,SRPS-4,SRPS-5,SRPS-6,SRPS-7,SRPS-8,SRPS-9,SRPS-10,SRPS-11,SRPS-12,SRPS-13,SRPS-14,SRPS-15,SRPS-Change,SRPS-17,SRPS-18,SRPS-19,SRPS-20,SRPS-21,SRPS-22,SRPS-23,SRPS-24,SSES-Intro,SSES-1,SSES-2,SSES-3,SSES-4,SSES-5,SSES-6,SSES-7,SSES-8,SSES-9,SSES-10,Spite-Intro,Spite-1,Spite-2,Spite-3,Spite-4,Spite-5,Spite-6,Spite-7,Spite-8,Spite-9,Spite-10,Spite-11,Spite-12,Spite-13,Spite-14,Spite-15,Spite-16,Q187,DoPL_1,DoPL_2,DoPL_3,DoPL_4,DoPL_5,DoPL_6,DoPL_7,DoPL_8,DoPL_9,DoPL_10,DoPL_11,DoPL_12,DoPL_13,DoPL_14,DoPL_15,DoPL_16,DoPL_17,DoPL_18,UMS_1,UMS_2,UMS_3,UMS_4,UMS_5,UMS_6,UMS_7,UMS_8,UMS_9,UMS_10,UMS_11,UMS_12,DoPL_26,Vign-Intro,Vign-1,Vign-2,Vign-3,Vign-4,Vign-5,Vign-6,Vign-7,Vign-8,Vign-9,Vign-10,Real-1,Real-2,Real-3,Real-4,Real-5,Real-6,Real-7,Real-8,Real-9,Real-10,Prolific,PROLIFIC_PID
1429,R_2ahTjUIancXU3fn,5eb16c316e577a06b326d39c,18,Male,White,English,A-Levels or Equivalent,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,3,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,"2,3",Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,"1,5",Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Of Little Importance To me,Of Little Importance To me,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Of Some Importance To Me,Of Little Importance To me,Important To Me,Strongly agree,1,Very justified,Slightly justified,Somewhat unjustified,Slightly justified,Neither justified or unjustified,Slightly justified,Somewhat unjustified,Not justified at all,Very justified,Somewhat unjustified,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,Disagree,6346471,5eb16c316e577a06b326d39c
1450,R_1IhfnKnZBnkNf3k,587905adc34844000174ee45,31,Male,White,European,University Post-Graduate Program,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,5,Both of You Equally,Your Partner,Your Partner,Both of You Equally,Both of You Equally,Your Partner,Your Partner,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree,Agree,"1,5",Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Of Little Importance To me,Of Little Importance To me,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Of Some Importance To Me,Of Little Importance To me,Of Some Importance To Me,Strongly agree,1,Very justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Somewhat unjustified,Slightly justified,Somewhat unjustified,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,6601833,587905adc34844000174ee45
1047,R_3rH7OX436ZA9Dps,601941db6605160008690742,28,Male,White,European,University Post-Graduate Program,3,Somewhat disagree,Strongly disagree,Somewhat disagree,2,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Agree,5,Both of You Equally,Both of You Equally,You,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,3,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,"2,3",Strongly disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,"1,5",Strongly disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Disagree,Important To Me,Important To Me,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Very Important To me,Very Important To me,Extremely Important To Me,Strongly agree,1,Slightly justified,Neither justified or unjustified,Not justified at all,Not justified at all,Not justified at all,Somewhat unjustified,Neither justified or unjustified,Somewhat unjustified,Slightly justified,Somewhat unjustified,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,2744877,601941db6605160008690742
1462,R_Q4vBZ3x2mlUN4LD,5efb3af66ad15505ab305718,19,Male,White,European,A-Levels or Equivalent,3,Disagree,Strongly disagree,Strongly disagree,2,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,You,You,Both of You Equally,Both of You Equally,Both of You Equally,You,3,Agree,Agree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Agree,Disagree,Agree,Disagree,Slightly disagree,"2,3",Strongly disagree,Somewhat disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,"1,5",Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Somewhat disagree,Disagree,Of Some Importance To Me,Important To Me,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Agree,Disagree,Of Little Importance To me,Very Important To me,Extremely Important To Me,Strongly agree,1,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Neither justified or unjustified,Not justified at all,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Disagree,7982488,5efb3af66ad15505ab305718
1475,R_2YfYoose79FkZAc,608806ee5cb6c96016e36cba,24,Male,White,European,A-Levels or Equivalent,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,5,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,You,3,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,"2,3",Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,"1,5",Disagree,Strongly disagree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Disagree,Strongly disagree,Somewhat agree,Strongly agree,Disagree,Agree,Somewhat agree,Somewhat agree,Important To Me,Important To Me,Agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Agree,Disagree,Extremely Important To Me,Important To Me,Very Important To me,Strongly agree,1,Very justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Very justified,Slightly justified,Strongly agree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,9368917,608806ee5cb6c96016e36cba
1487,R_2DNcTmWqQPW0uUV,5ea75e1b76be5a12b5b86e50,19,Female,White,European,A-Levels or Equivalent,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,5,Both of You Equally,Both of You Equally,You,You,Both of You Equally,You,Both of You Equally,You,3,Agree,Agree,Slightly agree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,"1,5",Agree,Agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Agree,Important To Me,Important To Me,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Of Some Importance To Me,Important To Me,Of Some Importance To Me,Strongly agree,1,Very justified,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Slightly justified,Neither justified or unjustified,Strongly agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,1392095,5ea75e1b76be5a12b5b86e50
1409,R_2QRImRomDfwDb1B,5f63c62017b80311d14e0fe9,20,Male,White,European,A-Levels or Equivalent,3,Somewhat agree,Agree,Somewhat agree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,5,Both of You Equally,Your Partner,Both of You Equally,Your Partner,You,Both of You Equally,You,Both of You Equally,3,Agree,Neither agree nor disagree,Slight disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,"2,3",Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,"1,5",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Important To Me,Very Important To me,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Of Some Importance To Me,Of Little Importance To me,Important To Me,Strongly agree,1,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Very justified,Neither justified or unjustified,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,7100695,5f63c62017b80311d14e0fe9
1586,R_3nCyP9tSEnjviSM,5d02ed8f7a3c0f0015cd3230,21,Male,White,European,A-Levels or Equivalent,3,Disagree,Strongly disagree,Strongly disagree,2,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,"2,3",Disagree,Somewhat disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly disagree,"1,5",Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Important To Me,Very Important To me,Somewhat disagree,Agree,Disagree,Somewhat agree,Strongly agree,Disagree,Agree,Agree,Agree,Very Important To me,Important To Me,Very Important To me,Strongly agree,1,Slightly justified,Very justified,Slightly justified,Very justified,Somewhat unjustified,Slightly justified,Somewhat unjustified,Somewhat unjustified,Slightly justified,Somewhat unjustified,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,7485371,5d02ed8f7a3c0f0015cd3230
1579,R_qJXEZM6DiQW2S2d,602ba62750c603308389e87f,29,Female,White,European,University Undergraduate Program,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,5,Both of You Equally,You,You,Both of You Equally,Your Partner,You,You,You,3,Slightly agree,Neither agree nor disagree,Disagree,Slightly disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,"2,3",Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly agree,"1,5",Disagree,Strongly disagree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Of Some Importance To Me,Of Some Importance To Me,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Very Important To me,Important To Me,Extremely Important To Me,Strongly agree,1,Very justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Neither justified or unjustified,Not justified at all,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Disagree,8750626,602ba62750c603308389e87f
1666,R_2Rb9dKLvaTMRZ7O,6079f3cbd45821467745e2ba,20,Male,White,European,A-Levels or Equivalent,3,Somewhat agree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,5,You,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"2,3",Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,"1,5",Strongly agree,Strongly disagree,Somewhat agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Somewhat agree,Agree,Disagree,Disagree,Strongly disagree,Somewhat agree,Extremely Important To Me,Extremely Important To Me,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Very Important To me,Very Important To me,Very Important To me,Strongly agree,1,Very justified,Neither justified or unjustified,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Neither justified or unjustified,Slightly justified,Neither justified or unjustified,Agree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,4507905,6079f3cbd45821467745e2ba
1693,R_2rSFqKUhPHnkC9R,5ab15ab4c42b630001cd36fb,38,Male,White,European,GCSes or Equivalent,3,Somewhat disagree,Disagree,Disagree,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,5,Your Partner,Both of You Equally,Your Partner,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Slightly disagree,Slight disagree,Neither agree nor disagree,Agree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Agree,"1,5",Disagree,Disagree,Disagree,Disagree,Somewhat agree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Of Some Importance To Me,Of Some Importance To Me,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Important To Me,Of Some Importance To Me,Important To Me,Strongly agree,1,Slightly justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Neither justified or unjustified,Slightly justified,Not justified at all,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Disagree,Agree,8146058,5ab15ab4c42b630001cd36fb
1711,R_2RPNy3s1wIxgRxM,5fb522b68553e701d62c3b5e,19,Male,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,"1,5",Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Of Some Importance To Me,Of Some Importance To Me,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Very Important To me,Important To Me,Very Important To me,Strongly agree,1,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Slightly justified,Somewhat unjustified,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,9191612,5fb522b68553e701d62c3b5e
1692,R_XtzDy468eGopmcV,5d2861fee6f19f001b2cfc94,54,Female,White,European,University Post-Graduate Program,3,Somewhat disagree,Disagree,Disagree,2,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,5,You,Your Partner,You,Both of You Equally,Both of You Equally,You,You,Your Partner,3,Neither agree nor disagree,Neither agree nor disagree,Slight disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,"2,3",Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,"1,5",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Of Some Importance To Me,Of Little Importance To me,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Very Important To me,Important To Me,Very Important To me,Strongly agree,1,Very justified,Not justified at all,Not justified at all,Not justified at all,Somewhat unjustified,Very justified,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,3101680,5d2861fee6f19f001b2cfc94
1699,R_2f3qRAEcGCEA9bf,608c269ee1521d22dfa1dff0,25,Male,White,European,University Post-Graduate Program,3,Disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,5,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,"1,5",Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Of Some Importance To Me,Important To Me,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Extremely Important To Me,Extremely Important To Me,Extremely Important To Me,Strongly agree,1,Slightly justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Somewhat unjustified,Somewhat unjustified,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,9183885,608c269ee1521d22dfa1dff0
1448,R_1DzLNDsLqEzTW1d,608264e0b05083c19685a378,18,Male,White,European,A-Levels or Equivalent,3,Disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,5,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,You,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,"2,3",Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,"1,5",Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Important To Me,Of Some Importance To Me,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Strongly agree,Strongly disagree,Very Important To me,Of Some Importance To Me,Important To Me,Strongly agree,1,Very justified,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Slightly justified,Somewhat unjustified,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Neither agree nor disagree,7247487,608264e0b05083c19685a378
1369,R_3MsTr1HNLoY2Zr3,5ed30058c83c3f28a19ed91b,19,Male,White,European,A-Levels or Equivalent,3,Disagree,Disagree,Disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,"2,3",Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,"1,5",Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Of Little Importance To me,Of Some Importance To Me,Agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Important To Me,Important To Me,Important To Me,Strongly agree,1,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,9985978,5ed30058c83c3f28a19ed91b
